conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1896887910986887242,Tue Mar 04 11:38:15 +0000 2025,1,Cationers pengen #KaburAjaDulu tapi masih bingung mau kemana? Swiss bisa jadi opsi terbaik buat kamu lewat 5 beasiswa ini #Hellocation #HellocationID #Cationers #BeasiswaSwiss #StudyinSwiss #StudyAbroad #SwissTravel https://t.co/HC1bRr7L63,1896887910986887242,https://pbs.twimg.com/media/GlMZgLAbgAA0dAm.jpg,,in,,0,1,0,https://x.com/undefined/status/1896887910986887242,1462357150433382411,
1896902558867939416,Tue Mar 04 12:36:27 +0000 2025,0,Tapi w tetep support #KaburAjaDulu https://t.co/KeMJT26TSZ,1896902558867939416,https://pbs.twimg.com/media/GlMm0TUasAA1NeC.jpg,,in,,0,2,0,https://x.com/undefined/status/1896902558867939416,1237784440006311936,
1896897591356608771,Tue Mar 04 12:16:43 +0000 2025,30,Ini Poppo siroyo atau Poppo Joayo ? #KaburAjaDulu https://t.co/RUg4jX6JyN,1896897591356608771,https://pbs.twimg.com/amplify_video_thumb/1896897252494561280/img/s_iOlc6lBMb5bEz3.jpg,,tl,,0,0,3,https://x.com/undefined/status/1896897591356608771,1372049891174752259,
1896834333362786567,Tue Mar 04 08:05:21 +0000 2025,6,2010-2025 The end of my merantau era Ke Bandung aku kan kembali pulang Buat yang mau #KaburAjaDulu saya dukung sepenuh hati. Ayo liat dunia lebih luas lagi. https://t.co/q8CRyF75QM,1896834333362786567,https://pbs.twimg.com/media/GlLn9xHWAAAY79H.jpg,,in,,0,4,1,https://x.com/undefined/status/1896834333362786567,61002769,
1896760359786319912,Tue Mar 04 03:11:24 +0000 2025,8,IHSG &amp; RUPIAH KOMPAK ANJLOK Gimana Gak Anjlok Danantara Dikelola Mantan Koruptor Pertamina Sarang Koruptor Pagar Laut Dikuasai Cukong Pemberantasan TIPIKOR Tidak Maksimal PPN 12% Perusahaan Besar Bangkrut Investor #KaburAjaDulu #IndonesiaGelap https://t.co/qPaRMr3Z1B,1896760359786319912,https://pbs.twimg.com/media/GlKlfqoWQAAZR_8.jpg,,in,,1,3,3,https://x.com/undefined/status/1896760359786319912,1606318502981169152,
1896825515488776299,Tue Mar 04 07:30:18 +0000 2025,39,Kaburlah sebelum kabur itu d̶i̶l̶a̶r̶a̶n̶g̶ dipersulit #KaburAjaDulu https://t.co/WHlEHUADY1,1896825515488776299,https://pbs.twimg.com/media/GlLgv2La8AAsG3O.jpg,,in,,0,2,5,https://x.com/undefined/status/1896825515488776299,744314137,
1896731404848988417,Tue Mar 04 01:16:21 +0000 2025,458,dia juga nanya rekomendasi app belajar mandarin omg lets goooo #.KaburAjaDulu https://t.co/PtSKUatUdE,1896731404848988417,https://pbs.twimg.com/media/GlKLKJPXAAA5HlU.jpg,,in,,4,0,91,https://x.com/undefined/status/1896731404848988417,633604534,
1896977210881531980,Tue Mar 04 17:33:05 +0000 2025,0,#KaburAjaDulu https://t.co/q00FxqG7fo,1896977210881531980,https://pbs.twimg.com/media/GlNqtTkXMAAS6vR.jpg,,qme,,0,0,0,https://x.com/undefined/status/1896977210881531980,826704714,
1896871004804395090,Tue Mar 04 10:31:04 +0000 2025,0,Pertama kali ambil sick leave sick sejak 3 tahun #KaburAjaDulu maklum TKI jawa suka gak enakan. Struggling to recover body battery HR higher than usual. https://t.co/4Frr9B3YNE,1896871004804395090,https://pbs.twimg.com/media/GlMKH94X0AAqg0r.jpg,,in,,0,0,0,https://x.com/undefined/status/1896871004804395090,388541657,
1896830069404045467,Tue Mar 04 07:48:24 +0000 2025,0,Ikutan #KaburAjaDulu kita ke bulan. https://t.co/1NAWnOJK1b,1896830069404045467,https://pbs.twimg.com/media/GlLk5UYXUAA7cUi.jpg,,in,,0,1,0,https://x.com/undefined/status/1896830069404045467,1860247879782400002,
1896973378877317512,Tue Mar 04 17:17:52 +0000 2025,0,that's crazy that we're a regular citizen need to teach a very basic thing like speak good as u can think in front of a lot of people bc ur mouth can influence ton of peoples. THIS SHIT BASIC AND THE GOVERNMENT CAN'T Yang mau #KaburAjaDulu gak nasionalis? https://t.co/NzrldcMJUe,1896973378877317512,,,en,,0,0,0,https://x.com/undefined/status/1896973378877317512,1315874323488366592,
1896890566094565841,Tue Mar 04 11:48:48 +0000 2025,17,Beli Pertalite Di Oplos Bayar Pajak Dikorupsi Beli Emas Dipalsukan Hati Hati Beli Emas PT. ANTAM Palsukan 109 Ton Emas Inilah Negeri Para MAFIA/BANG TO SAT #semuaorang #KaburAjaDulu https://t.co/wD8JfD1eJ6,1896890566094565841,https://pbs.twimg.com/media/GlMb6tja8AAXjI4.jpg,,in,,0,2,0,https://x.com/undefined/status/1896890566094565841,1388529324077162501,
1896848513339900239,Tue Mar 04 09:01:41 +0000 2025,0,Balik ke aeon kali ya atau kemana please mau kabur dulu dari rumah #kaburajadulu,1896848513339900239,,,in,,0,0,0,https://x.com/undefined/status/1896848513339900239,1633161784050995200,
1896878441016029418,Tue Mar 04 11:00:37 +0000 2025,0,That's why gw pernah tulis brain drain di Indonesia karena #KaburAjaDulu itu bulshit karena kebanyakan Putra Putri terbaik bangsa akan stay.... Dengan segala.....,1896878441016029418,,,in,,1,0,0,https://x.com/undefined/status/1896878441016029418,946374600996282369,
1896765374953394332,Tue Mar 04 03:31:20 +0000 2025,0,Kejaksaan Agung memperkirakan total kerugian korupsi BBM dari 2018 hingga 2023 bisa mencapai Rp968 5 triliun #vcscrottt #Banjir #Shakira #MakanBergiziGratis #IndonesiaGelap #Indonesia #Prabowo #KaburAjaDulu #KaburSajaDulu #korupsi #BBM #Pertalite #Pertamax https://t.co/nTgQL1eVf9,1896765374953394332,https://pbs.twimg.com/ext_tw_video_thumb/1896765090465980416/pu/img/iOXzZRSpgTPsMPsk.jpg,,in,,0,0,0,https://x.com/undefined/status/1896765374953394332,1774976066509312000,
1896992076665159727,Tue Mar 04 18:32:10 +0000 2025,0,Dapat kabar kalo banyak teman temanku yg apply visa dan udah pda acc wkwkwwk apakah aku harus ikutan? #KaburAjaDulu,1896992076665159727,,,in,,0,0,0,https://x.com/undefined/status/1896992076665159727,1744192818418208769,
1897040633233313874,Tue Mar 04 21:45:06 +0000 2025,114,Luka fans Mavs yang belum kering diperparah dengan Kyrie season-ending. Kehilangan Luka inkompeten front office cederanya Davis &amp; Kyrie membuat win now yang dijanjikan bak isapan. Harga tiket pun mau dinaikkan. Masa depan Dallas tampak gelap. Waktunya fans Dallas #KaburAjaDulu?,1897040633233313874,,,in,,4,28,17,https://x.com/undefined/status/1897040633233313874,1264202272872869888,
1897070639309353389,Tue Mar 04 23:44:20 +0000 2025,0,kaburajadulu ada bnr nya kali ya,1897070639309353389,,,in,,0,0,0,https://x.com/undefined/status/1897070639309353389,1145793814247825408,
1896898463604052439,Tue Mar 04 12:20:11 +0000 2025,0,sebenarnya #KaburAjaDulu udah aku lakuin dgn memutuskan daftar ke kampus yg bahkan aku gak tau mereka ada (sebelumnya) alias cari aman yg penting bisa keluar dari rumah️,1896898463604052439,,,in,,0,0,0,https://x.com/undefined/status/1896898463604052439,951280642368532480,
1896944979240763858,Tue Mar 04 15:25:01 +0000 2025,0,seminggu belakangan RTB News Brunei selalu nongol di explore. apa ini sinyal buat #KaburAjaDulu ke kampungan Bang Matin?,1896944979240763858,,,in,,0,0,0,https://x.com/undefined/status/1896944979240763858,1255460797679046656,
1896898109189607841,Tue Mar 04 12:18:46 +0000 2025,1,Gw kalo jadi kong lgsg #KaburAjaDulu #ComfortAuraxThomasKong,1896898109189607841,,,in,,0,0,0,https://x.com/undefined/status/1896898109189607841,1510604463274602497,
1896723070767002001,Tue Mar 04 00:43:14 +0000 2025,0,Kadang berpikir diri ini ingin #KaburAjaDulu ke negara lain disituasi negara sendiri berantakana. Namun menjadi diaspora di negara lain tidaklah mudah,1896723070767002001,,,in,,0,0,0,https://x.com/undefined/status/1896723070767002001,2440104798,
1896825413349109763,Tue Mar 04 07:29:54 +0000 2025,0,Mana si mbak nadia lina afina yang nanya yakin mau #KaburAjaDulu? ini mbak realitanya di indonesia,1896825413349109763,,,in,,0,0,0,https://x.com/undefined/status/1896825413349109763,1195372875777052672,
1896859390038434134,Tue Mar 04 09:44:55 +0000 2025,0,#kaburajadulu Tapi ngapain juga ke uk? Tambah surem lah idup lu,1896859390038434134,,,in,,0,0,0,https://x.com/undefined/status/1896859390038434134,19078316,
1896838914402636070,Tue Mar 04 08:23:33 +0000 2025,0,mau tanyaa ttg #kaburajadulu... apaa dgn s2 diluar negeri bisa dpt kerja yg lebih baik?? skrg aku posisi s1 dn udh ada kerja tp yaa begitu lah :'.. ortuku ga ngebolehin kerja di luar jawa pdhl gajinya lbh gede tp ngebolehin ambil s2 ln asal full beasiswa. tp mau mastiin dulu,1896838914402636070,,,in,,0,0,0,https://x.com/undefined/status/1896838914402636070,1340440179425755136,
1896970835191324984,Tue Mar 04 17:07:45 +0000 2025,0,Kalau begini respon untuk #KaburAjaDulu dan bukannya berbenah berarti udah fixed pemerintah kita itu isinya setan semua soalnya nggak punya hati dan pikiran yang baik.,1896970835191324984,,,in,,0,0,0,https://x.com/undefined/status/1896970835191324984,1777989857786380288,
1896874996615749685,Tue Mar 04 10:46:56 +0000 2025,1,Sudah waktunya meramaikan odoo di japan #kaburajadulu,1896874996615749685,,,in,,0,0,0,https://x.com/undefined/status/1896874996615749685,1671089026881970176,
1896742395036795208,Tue Mar 04 02:00:01 +0000 2025,1, ... warga nekat ke luar negeri untuk mendapatkan pekerjaan apa pun dengan risiko yang besar. Saya kira ini ada kaitannya dengan fenomena #KaburAjaDulu yang merupakan bentuk frustrasi sebenarnya dari situasi ketenagakerjaan di dalam negeri. https://t.co/ThQEYQjlL5,1896742395036795208,,,in,,0,1,0,https://x.com/undefined/status/1896742395036795208,950721219459862529,
1896934313134059723,Tue Mar 04 14:42:38 +0000 2025,0,Fenomena #KaburAjaDulu sbg bentuk kegelisahan &amp; kecemasan generasi muda terhadap kondisi ekonomi &amp; politik yg mereka anggap kurang menjanjikan. https://t.co/0rogx7vuBJ https://t.co/J2FlCEngT3,1896934313134059723,https://pbs.twimg.com/media/GlNDsxqbYAEGTbA.jpg,,in,,0,1,0,https://x.com/undefined/status/1896934313134059723,252907529,
1896799222474973364,Tue Mar 04 05:45:50 +0000 2025,4,rendang ikut #KaburAjaDulu ,1896799222474973364,,,in,,0,0,0,https://x.com/undefined/status/1896799222474973364,420341840,
1896948942799258044,Tue Mar 04 15:40:46 +0000 2025,0,Alasan why jepang adalah negara idaman utk #kaburajadulu,1896948942799258044,,,in,,0,0,0,https://x.com/undefined/status/1896948942799258044,1507675757018947586,
1896763290740810101,Tue Mar 04 03:23:03 +0000 2025,0,Detik mendukung warga indonesia untuk #.kaburajadulu https://t.co/NDTMsUXUny,1896763290740810101,https://pbs.twimg.com/media/GlKoKUkXMAAsZ-V.jpg,,in,,0,0,0,https://x.com/undefined/status/1896763290740810101,1552496483756576768,
1896859957271925247,Tue Mar 04 09:47:10 +0000 2025,3,mau sukses kaburajadulu career driven woman tapi ngerjain skripsi aja males https://t.co/7hlDpIGfjf,1896859957271925247,https://pbs.twimg.com/media/GlMAE7jbgAEMvgC.jpg,,in,,0,2,0,https://x.com/undefined/status/1896859957271925247,1302155975919456262,
1896888957247557794,Tue Mar 04 11:42:24 +0000 2025,0,kalo pengen kerja abroad better ambil masters negara mana ya :0 #kaburajadulu,1896888957247557794,,,in,,0,0,0,https://x.com/undefined/status/1896888957247557794,1167096705889624064,
1896761375239860435,Tue Mar 04 03:15:26 +0000 2025,0,keknya kaburajadulu juga jadi alesan karna indonesia mau tenggelam :),1896761375239860435,,,in,,0,0,0,https://x.com/undefined/status/1896761375239860435,1586910746532724736,
1896812915417862630,Tue Mar 04 06:40:14 +0000 2025,0, Kalo (gambar) sketsanya jelek ngga bisa #kaburajadulu. -Pak Dony 2025,1896812915417862630,,,in,,0,0,0,https://x.com/undefined/status/1896812915417862630,1801787513083990018,
1896847168528581031,Tue Mar 04 08:56:21 +0000 2025,1,banjir dimana2 harga2 mahal ga make sense org2nya tolol tukang korupsi semua fanatik agama trs apalagi sih yg mau diharapin sm negara ini #KaburAjaDulu,1896847168528581031,,,in,,1,0,0,https://x.com/undefined/status/1896847168528581031,1482906810256596995,
1896925254066528611,Tue Mar 04 14:06:38 +0000 2025,3,udah ngak ada lagi di era dewasa ini #videoampunpakde #VIDEO #videoindonesiagelap #KaburAjaDulu #kaburduluaja #linkgacorslot https://t.co/t7xl2QtkMA,1896925254066528611,https://pbs.twimg.com/ext_tw_video_thumb/1896924994036441088/pu/img/nPNcOU5Baw2-lPAL.jpg,,in,,0,1,1,https://x.com/undefined/status/1896925254066528611,1794911231209570304,
1896941762431897955,Tue Mar 04 15:12:14 +0000 2025,1,Loker di negara sendiri susah giliran mau #KaburAjaDulu ke luar negeri malah dipersulit. Oh we should K(i)ll our government https://t.co/GDEODn6hTd,1896941762431897955,,,in,,0,0,0,https://x.com/undefined/status/1896941762431897955,1680845061096087552,
1896937502277296134,Tue Mar 04 14:55:18 +0000 2025,0, Hey! Gabung di Gotrade Indonesia dan masuki pasar saham AS bersama 600.000 investor lainnya. Dapatkan bonus IDR 350 000 ($20) untuk memulai: https://t.co/QUZ0kO2FC7 #zonauang #investasi #KaburAjaDulu,1896937502277296134,,,in,,0,0,0,https://x.com/undefined/status/1896937502277296134,3194804960,
1896937917798646260,Tue Mar 04 14:56:57 +0000 2025,0,Mau #kaburajadulu harus nyiapin duit sogokan nih ,1896937917798646260,,,in,,0,0,0,https://x.com/undefined/status/1896937917798646260,70327217,
1897055555249897947,Tue Mar 04 22:44:24 +0000 2025,3,Teguh Ari akan jadi orang Indonesia pertama yang #KaburAjaDulu dengan difasilitasi oleh pemerintah Kerajaan Inggris.,1897055555249897947,,,in,,0,1,0,https://x.com/undefined/status/1897055555249897947,2766103766,
1896942297235022142,Tue Mar 04 15:14:21 +0000 2025,0,Teguh ari #kaburajadulu ke london tapi masuk penjara,1896942297235022142,,,in,,0,1,0,https://x.com/undefined/status/1896942297235022142,1108533218,
1896892544400883968,Tue Mar 04 11:56:39 +0000 2025,1,hahh mau #kaburajadulu mau dipersulit pemerintah???,1896892544400883968,,,in,,0,0,0,https://x.com/undefined/status/1896892544400883968,947750725,
1897061200674054267,Tue Mar 04 23:06:50 +0000 2025,3,lagi santai kawan #VIDEO #videoviral #KaburAjaDulu #lariduluaja https://t.co/woxb7vuNab,1897061200674054267,https://pbs.twimg.com/ext_tw_video_thumb/1897060641698897922/pu/img/6Y9Zgxd8Z52Zz29e.jpg,,in,,0,0,1,https://x.com/undefined/status/1897061200674054267,1794911231209570304,
1897053441765339381,Tue Mar 04 22:36:00 +0000 2025,0,Ketika tagar #KaburAjaDulu dipersulit realiasasinya,1897053441765339381,,,in,,0,0,0,https://x.com/undefined/status/1897053441765339381,1864118508201889792,
1896800145238524178,Tue Mar 04 05:49:30 +0000 2025,2,Semua sama aja. Yang benar memang #KaburAjaDulu ke desa. Mulai slowliving dan mintw pertolongan sama allah dari fitnah dajjal. @ThatSun510 @wannafigh @kertaspinus,1896800145238524178,,,in,,0,1,2,https://x.com/undefined/status/1896800145238524178,43631005,
1896764948598169668,Tue Mar 04 03:29:38 +0000 2025,1,Makin kepingin #KaburAjaDulu ini mah orang2 di skitar gw udah ga mau diajak kerjasama maksutnya apa dijawab apa bermaksut baik jadinya salah ditambah orang2 brengsek yg nyulut2 jd kompor goda an di bulanpuasa taun ini fix ini mah taun ini taun terhoki kudu bucinan wkwk,1896764948598169668,,,in,,0,0,0,https://x.com/undefined/status/1896764948598169668,48377547,
1896901795005468925,Tue Mar 04 12:33:25 +0000 2025,1,#KaburAjaDulu versi Amrik.,1896901795005468925,,,in,,0,1,2,https://x.com/undefined/status/1896901795005468925,33456112,
1896778760877400497,Tue Mar 04 04:24:31 +0000 2025,0,Beberapa calon nasabah gue bilang alasan cari asuransi kesehatan swasta karena makin banyak yang ga dicover BPJS #KaburAjaDulu kali ya,1896778760877400497,,,in,,0,0,0,https://x.com/undefined/status/1896778760877400497,626645767,
1896768436228981247,Tue Mar 04 03:43:30 +0000 2025,0,I had to manipulate my own opinion krn ini krn sebetulnya gw setuju akan #KaburAjaDulu tapi gw tuh hmmmm gimana yah,1896768436228981247,,,in,,0,0,0,https://x.com/undefined/status/1896768436228981247,2438207130,
1897054323861020858,Tue Mar 04 22:39:31 +0000 2025,0,#KaburAjaDulu adalah solusi,1897054323861020858,,,in,,0,0,0,https://x.com/undefined/status/1897054323861020858,1160955968168927233,
1896738697661604069,Tue Mar 04 01:45:19 +0000 2025,0,Macet akibat banjir Terlambat kerja akibat macet dan banjir Tapi jadi potong gaji Sopankah begitu? Jadi ikut FOMO pgn #とりあえず逃げよう #KaburAjaDulu,1896738697661604069,,,in,,0,1,0,https://x.com/undefined/status/1896738697661604069,223790975,
1896879650963681335,Tue Mar 04 11:05:25 +0000 2025,1,[OPINI] Indonesia 2045: Bubar dan Menyisakan Omong Kosongnya Baca Selengkapnya di website kami: https://t.co/knirt2JbCS Penulis: Mohammad Rafi Azzamy Ilustrator: Az-zahra Aqilah Yasinisya Maulana #indonesiaemas2045 #danantara #kabinetmerahputih #indonesiagelap #kaburajadulu https://t.co/WYjCsDisyW,1896879650963681335,https://pbs.twimg.com/media/GlMR-5EWwAAmRju.jpg,,in,,0,0,0,https://x.com/undefined/status/1896879650963681335,282134423,
1897041738554085442,Tue Mar 04 22:32:06 +0000 2025,70,@memefess Teguh Ari akan bermarkas di lapas london dan mengamalkan hastag #kaburajadulu,1897052457953546362,,memefess,in,,0,3,3,https://x.com/undefined/status/1897052457953546362,1061868062364721152,
1896794216443113639,Tue Mar 04 05:25:56 +0000 2025,2,Wah udah penuh tuh buat #KaburAjaDulu ke jerman.,1896794216443113639,,,in,,0,1,0,https://x.com/undefined/status/1896794216443113639,43631005,
1896963557893472677,Tue Mar 04 16:38:50 +0000 2025,1,Wajar dong ada tagar #KaburAjaDulu #KaburAjaDulu,1896963557893472677,,,in,,0,0,0,https://x.com/undefined/status/1896963557893472677,233231041,
1896820790588531104,Tue Mar 04 07:11:32 +0000 2025,8,Buat yang mau #KaburAjaDulu ini bisa dipertimbangkan https://t.co/BrnHSYQq9f,1896820790588531104,,,in,,0,0,0,https://x.com/undefined/status/1896820790588531104,70176620,
1896733556401209607,Tue Mar 04 01:24:54 +0000 2025,1,Asli makin pengen #KaburAjaDulu,1896733556401209607,,,in,,0,0,0,https://x.com/undefined/status/1896733556401209607,1249646378302627842,
1896868303517503865,Tue Mar 04 10:20:20 +0000 2025,0,Ternyata #KaburAjaDulu Juga Pernah Viral di Amerika Serikat Cari Tahu di Sini! https://t.co/acLK5uLA9f,1896868303517503865,,,in,,0,0,0,https://x.com/undefined/status/1896868303517503865,824914361181278209,
1896858128983146689,Tue Mar 04 09:39:54 +0000 2025,0,saya sebagai warga bekasi sedang menerapkan #KaburAjaDulu,1896858128983146689,,,in,,0,0,0,https://x.com/undefined/status/1896858128983146689,1642281349812994048,
1897054127404011929,Tue Mar 04 22:38:44 +0000 2025,2,salah satu alasan utama pengen #KaburAjaDulu,1897054127404011929,,,in,,0,0,0,https://x.com/undefined/status/1897054127404011929,431779084,
1897049096625775062,Tue Mar 04 22:18:44 +0000 2025,2,semakin sulit kalau mau #KaburAjaDulu,1897049096625775062,,,in,,0,0,0,https://x.com/undefined/status/1897049096625775062,431779084,
1897008049153564766,Tue Mar 04 19:35:38 +0000 2025,0,#kaburajadulu,1897008049153564766,,,qht,,0,0,0,https://x.com/undefined/status/1897008049153564766,211536049,
1897049498469458264,Tue Mar 04 22:20:20 +0000 2025,0,Pengen #KaburAjaDulu ke tempat yang orang2nya kagak stress kagak road rage kagak dikit2 ngambekan kalo senggolan di jalan kagak melanggar peraturan kagak grasa grusu di jalan kagak buru2 di jalan kagak ngerokok sambil nyetir,1897049498469458264,,,in,,0,0,0,https://x.com/undefined/status/1897049498469458264,431779084,
1896906021798310066,Tue Mar 04 12:50:13 +0000 2025,15,Pgn bgt kaburajadulu tp sender gabisa jauh dr ortu pls ada ketakutan mereka sakit atau meninggal trs aku lagi jauhh ditambah mamaku jg bilang mama ga butuh km sukses kaya² tp jauh yg penting di sini dkt mm tanyarl,1896906021798310066,,,in,,0,8,0,https://x.com/undefined/status/1896906021798310066,1371650588,
